startWith,name,symptoms,url
h,Hội chứng siêu nữ (hội chứng 3X),"Cao hơn chiều cao trung bình là đặc điểm thể chất điển hình nhất. Hầu hết phụ nữ mắc hội chứng 3X đều trải qua sự phát triển tình dục bình thường và có khả năng mang thai. Một số cô gái và phụ nữ mắc hội chứng 3X có trí thông minh trong phạm vi bình thường, nhưng có thể thấp hơn một chút khi so sánh với anh chị em. Những người khác có thể bị thiểu năng trí tuệ và đôi khi có thể có vấn đề về hành vi.|$|Chậm phát triển các kỹ năng nói và ngôn ngữ, cũng như các kỹ năng vận động, chẳng hạn như ngồi dậy và đi.|$|Mất khả năng học tập, chẳng hạn như khó đọc, hiểu hoặc làm toán.|$|Các vấn đề về hành vi, như rối loạn thiếu tập trung/tăng động thái quá (ADHD) hoặc các triệu chứng của rối loạn phổ tự kỷ.|$|Vấn đề tâm lý, chẳng hạn như lo lắng và trầm cảm|$|Các vấn đề với kỹ năng vận động tinh và thô, trí nhớ, khả năng phán đoán và xử lý thông tin|$|Nếp gấp dọc ở đuôi mắt|$|Khoảng cách hai mắt rộng|$|Ngón tay hồng hào cong bất thường|$|Bàn chân phẳng|$|Xương ức hình dạng bất thường|$|Trương lực cơ yếu|$|Động kinh|$|Bất thường ở thận|$|Suy buồng trứng sớm hoặc buồng trứng bất thường|$|Chậm phát triển|$|Các vấn đề về công việc, học hành, xã hội và mối quan hệ|$|Lòng tự trọng thấp (Poor self-esteem)|$|Cần hỗ trợ thêm hoặc hỗ trợ học tập, sinh hoạt hàng ngày, đi học hoặc đi làm",https://www.vinmec.com/vi/benh/hoi-chung-sieu-nu-hoi-chung-3x-4612/
h,Hở hàm ếch,"Một vết nứt ở môi và vòm miệng (vòm miệng) ảnh hưởng đến một hoặc cả hai bên của khuôn mặt.|$|Một phần tách ra ở môi xuất hiện như một rãnh nhỏ ở môi hoặc kéo dài từ môi qua vòm miệng vào dưới mũi.|$|Một sự chia tách trong vòm miệng mà không ảnh hưởng đến sự xuất hiện của khuôn mặt.|$|Khó khăn khi cho ăn|$|Khó nuốt, có khả năng chất lỏng hoặc thức ăn chảy ra từ mũi|$|Giọng nói mũi|$|Nhiễm trùng tai mãn tính",https://www.vinmec.com/vi/benh/ho-ham-ech-3309/
h,Hội chứng Cushing,"Tăng cân nhanh nhất là ngấn mỡ quanh bụng lộ rõ|$|Tăng cân, béo phì|$|Run rẩy tay chân|$|Bướu|$|Khuôn mặt tròn, đỏ và sưng húp|$|Da mỏng, dễ bị bầm tím, vết thương chậm lành và bị loét|$|Cơ bắp yếu|$|Khát nước|$|Đi tiểu thường xuyên|$|Nhức đầu|$|Huyết áp cao|$|Số lượng bạch cầu cao, kali huyết thanh thấp|$|Lượng đường trong máu cao|$|Tâm trạng thất thường, cáu gắt, lo lắng, trầm cảm|$|Bất lực|$|Chu kỳ kinh nguyệt không đều hoặc không có kinh nguyệt|$|Tăng lông mặt ở phụ nữ|$|Xương bị suy yếu, dễ bị gãy xương (đặc biệt là ở xương sườn và cột sống), loãng xương và đau lưng|$|Mẫn cảm với viêm phổi và lao.|$|Đàn ông: có rối loạn cương dương.",https://www.vinmec.com/vi/benh/hoi-chung-cushing-4793/
h,Hẹp van hai lá,"Khó thở: Điều này bao gồm khó thở khi tập thể dục hoặc làm việc vận động, và triệu chứng có thể tăng lên khi nằm, đặc biệt là khi xuất hiện cơn khó thở đêm.|$|Cơn hen tim và phù phổi cấp: Đây có thể xuất hiện sau khi tập thể dục hoặc hoạt động cường độ cao, khiến người bệnh trải qua cảm giác khó thở nặng, tiếng rít ở phổi có thể nghe được, một số trường hợp có thể ho ra bọt hồng. Trong tình huống này, cần thực hiện điều trị cấp cứu ngay lập tức.|$|Ho ra máu: Đây xuất phát từ tăng áp lực ở buồng nhĩ trái, làm giãn tĩnh mạch nhỏ ở phế quản.|$|Khàn tiếng: Đây là do nhĩ trái giãn to và tác động đến dây thanh quản, gây cản trở cho tiếng nói.|$|Khó nuốt: Sự phình to của nhĩ trái có thể đè lên thực quản, gây khó khăn trong quá trình nuốt thức ăn hoặc nước uống.|$|Biến cố tắc mạch: Bao gồm tai biến mạch não, tắc mạch ở các phần khác của cơ thể, thường xảy ra do giãn của nhĩ trái, dẫn đến nguy cơ hình thành huyết khối trong buồng tim. Nếu có triệu chứng rung nhĩ, nguy cơ tắc mạch cao hơn.|$|Khám tim có thể phát hiện tiếng rung tâm trương ở mỏm và tiếng T1 đanh.|$|Rối loạn nhịp tim: Do nhĩ trái giãn, có thể dẫn đến hoàn toàn rối loạn nhịp tim.|$|Biểu hiện suy tim phải: Các dấu hiệu bao gồm sự phình to của gan, sưng chân, và tĩnh mạch cổ nổi lên.|$|Tăng áp lực mạch phổi: Khi hẹp van 2 lá, áp lực máu tăng lên trong các động mạch phổi, dẫn đến quá trình vận chuyển máu từ tim đến phổi trở nên quá cao. Điều này có thể khiến máu trào ngược vào phổi, dẫn đến tình trạng phù phổi cấp.|$|Suy tim: Sự gia tăng áp lực trong mạch máu của phổi do hẹp van hai lá dẫn đến sự ứ dịch, làm căng tim phải, và dẫn đến tình trạng suy tim phải. Khi lượng dịch và máu trở lại phổi tăng lên, có thể gây ra phù phổi, làm cho bệnh nhân gặp khó khăn trong việc thở và có thể dẫn đến ho ra máu.|$|Tim to: Áp lực tăng trong tim do hẹp van hai lá dẫn đến sự phình to của nhĩ.|$|Rung nhĩ: Sự phình to của nhĩ trái khi hẹp van hai lá có thể gây ra sự bất thường trong nhịp tim, khiến cho tâm nhĩ co bóp nhanh và không đều.|$|Trong số các biến chứng cấp tính của hẹp van hai lá, phù phổi cấp thường là biến chứng nguy hiểm nhất. Thường xảy ra khi người bệnh gắng sức, mang thai, mắc các nhiễm trùng, hoặc được tiêm nhiều dịch. Triệu chứng thường bao gồm khó thở nghiêm trọng, tình trạng vật vã, kích thích, và có thể xuất hiện triệu chứng trào bọt hồng. Cần phải được xử trí cấp cứu ngay lập tức, vì nếu không, có thể đe dọa tính mạng của người bệnh.|$|Cục máu đông: Khi thời gian máu đứng yên trong tim kéo dài và rung nhĩ không được điều trị kịp thời, có thể dẫn đến sự hình thành cục máu đông trong nhĩ trái. Cục máu đông này có thể gây ra nguy cơ nổ và lưu lưu trong hệ tuần hoàn, và nếu nó tắc nghẽn các mạch máu trong não, có thể dẫn đến bệnh nhân trải qua nhồi máu não và đột quỵ.|$|Khi xuất hiện các triệu chứng như khó thở, mệt mỏi khi hoạt động gắng sức, cảm thấy hồi hộp, hoặc đau ngực, người bệnh cần phải đến bác sĩ hoặc nhập viện ngay lập tức để được kiểm tra và điều trị, rất có khả năng đó là triệu chứng của bệnh hẹp van hai lá.|$|Nếu người bệnh đã được chẩn đoán mắc bệnh nhưng chưa có triệu chứng, họ nên thảo luận với bác sĩ về kế hoạch theo dõi và điều trị trong tương lai. Luôn quan trọng để thảo luận với bác sĩ về cách thức tiến hành các phương pháp chẩn đoán, điều trị, và hướng xử trí tốt nhất cho tình trạng sức khỏe của mình.",https://www.vinmec.com/vi/benh/hep-van-hai-la-3135/
h,Hội chứng thận hư ở người lớn,"Bệnh nhân dễ dàng nhận biết bằng sự tăng cân.|$|Ở người lớn, cân nặng có thể tăng từ  20 - 30kg.|$|Bệnh nhân có thể phù mặt, đặc biệt là phù mi mắt rồi xuống chi dưới, bụng và bộ phận sinh dục.|$|Phù thường biểu hiện rõ ở vùng thấp của cơ thể, ấn vào chỗ phù có cảm giác mềm, lõm và không gây đau. Có thể có dịch trong ổ bụng. Thấy dịch ở màng phổi một bên hoặc hai bên.|$|Trường hợp phù nặng, có thể có cả dịch ở màng ngoài tim|$|Bệnh nhân chỉ có lượng nước tiểu thường dưới 500ml/ngày, có khi chỉ còn 200 - 300ml khi bệnh nhân phù nhiều.",https://www.vinmec.com/vi/benh/hoi-chung-than-hu-o-nguoi-lon-3208/
h,Hội chứng Patau,"Sứt môi, hở hàm ếch|$|Mắt nhỏ hoặc chỉ có một mắt, khoảng cách giữa hai mắt gần nhau|$|Đầu nhỏ, trán nghiêng, méo mó, một vài trẻ bị mất mảng da đầu|$|Tai thấp, có thể điếc|$|U máu|$|Khiếm khuyết thành bụng gây thoát vị rốn, ruột và các tạng khác trong ở bụng phòi ra ngoài.|$|Nang bất thường ở thận|$|Dương vật nhỏ ở các trẻ trai hoặc âm vật phì đại ở trẻ gái.|$|Bất thường ở tay và chân như tật thừa ngón, bàn chân bị biến dạng.",https://www.vinmec.com/vi/benh/hoi-chung-patau-3036/
h,Hôi miệng,,https://www.vinmec.com/vi/benh/hoi-mieng-4872/
h,Hôn mê,"Nhắm mắt.|$|Suy yếu phản xạ thân não, chẳng hạn như không đáp ứng với ánh sáng.|$|Không có đáp ứng chân tay ngoại trừ các phản xạ.|$|Không có phản ứng với các kích thích đau, ngoại trừ các phản xạ.|$|Không thường xuyên hít thở.|$|Hôn mê độ I hay hôn mê nông: do quá trình bệnh lý gây ức chế vỏ não lan rộng.|$|Hôn mê độ II hay hôn mê vừa, hôn mê thực sự: do bệnh lý đã lan xuống vùng gian não và não giữa.|$|Hôn mê độ III hay hôn mê sâu: do quá trình ức chế sâu ảnh hưởng xuống các cấu trúc bên dưới là cầu não và bắt đầu ảnh hưởng đến chức năng hành não.|$|Hôn mê độ IV hay hôn mê quá mức, hôn mê không hồi phục: giai đoạn này quá trình bệnh lý ức chế rất nặng nề tới hành não và cả tủy sống.|$|Nếu tổn thương não nặng nề, không hồi phục được gọi là tình trạng chết não và chắc chắn bệnh nhân sẽ tử vong. Khi đó bệnh nhân chỉ còn tồn tại nhờ các phương tiện kỹ thuật hỗ trợ và thuốc trong một thời gian ngắn.",https://www.vinmec.com/vi/benh/hon-me-4716/
h,Hội chứng Klinefelter,,https://www.vinmec.com/vi/benh/hoi-chung-klinefelter-3737/
h,Hội chứng Raynaud,"Thay đổi màu sắc da ở vị trí bị ảnh hưởng: khi gặp lạnh hoặc căng thẳng, mạch máu co thắt làm giảm lượng máu lưu thông nên da ngón tay, ngón chân thường chuyển sang màu trắng, sau chuyển sang màu xanh, đỏ tím và sưng lên. Tai, chóp mũi hay núm vú là những khu vực khác có thể bị ảnh hưởng cùng với tay và chân. Biến đổi màu sắc da không nhất thiết phải trải qua theo thứ tự hay đầy đủ cả ba màu kể trên. Những người bệnh khác nhau sẽ có các thay đổi màu sắc da khác nhau. Về sau khi tuần hoàn lưu thông trở lại các ngón sẽ khôi phục lại màu sắc như bình thường kèm theo cảm giác nóng rát.|$|Rối loạn cảm giác: những khu vực bị ảnh hưởng sẽ có cảm giác tê, dị cảm hay đau nhức, xảy ra song song với sự thay đổi màu sắc da.|$|Loét và hoại tử: nếu quá trình co thắt mạch máu lặp lại nhiều lần có thể dẫn đến việc thiếu máu nuôi dưỡng các khu vực bị ảnh hưởng, cuối cùng sinh ra các vết loét da và hoại tử. Lúc này việc điều trị gặp nhiều khó khăn hơn. Dấu hiệu này hiếm khi xảy ra.",https://www.vinmec.com/vi/benh/hoi-chung-raynaud-3775/
h,Hodgkin,"Sưng hạch không đau ở cổ, nách hoặc ở háng|$|Mệt mỏi kéo dài|$|Sốt|$|Đổ mồ hôi đêm|$|Giảm cân không rõ nguyên nhân|$|Ngứa nhiều|$|Tăng độ nhạy cảm khi uống rượu rượu hoặc đau ở các hạch bạch huyết sau khi uống rượu bia",https://www.vinmec.com/vi/benh/hodgkin-3159/
h,Hẹp bao quy đầu,"Bé trai có các triệu chứng của tiểu khó như tiểu phải rặn, đỏ mặt khi tiểu, bao quy đầu|$|sưng phồng...|$|Bố mẹ có thể phát hiện ra khi thấy bao quy đầu của bé có dấu hiệu viêm nhiễm (sưng, nóng, đỏ, đau), chảy mủ hay dịch bất thường|$|Viêm quy đầu: Khi bị hẹp bao quy đầu, các tế bào chết tróc ra dưới lớp bao da quy đầu kết hợp với các chất cặn bã trong quá trình đi tiểu không được thoát ra ngoài sẽ tạo môi trường lý tưởng cho vi khuẩn phát triển và gây viêm nhiễm, sưng đỏ và mọng nước ở đầu dương vật|$|Viêm nhiễm niệu đạo: Nếu bao quy đầu hẹp không được vệ sinh sạch sẽ thì sẽ tạo điều kiện cho vi khuẩn sinh sôi và phát triển. Các vi khuẩn này gây viêm nhiễm trên quy đầu, dương vật và rất dễ xâm lấn sang niệu đạo. Trường hợp nặng hơn, vi khuẩn có thể di chuyển ngược dòng gây viêm bàng quang, viêm thận.|$|Nghẹt quy đầu: Xảy ra khi bao da quy đầu sau khi kéo tuột ra sau nhưng không kéo phủ trở lại được. Khi dương vật cương cứng, da quy đầu vẫn phủ căng vòng quanh dương vật, gây nghẹt quy đầu, khiến máu không lưu thông sinh ra sưng phù nề quy đầu, nghiêm trọng có thể dẫn đến hoại tử quy đầu.",https://www.vinmec.com/vi/benh/hep-bao-quy-dau-2928/
h,Hen suyễn,"Thở nhanh, thở dốc|$|Ho, khạc đàm, nặng hơn khi có nhiễm trùng đường hô hấp trên|$|Thở rít, thở khò khè. Đây là dấu hiệu giúp hướng tới chẩn đoán hen suyễn ở trẻ.|$|Cảm giác bóp nghẹn hoặc đau ngực|$|Rối loạn giấc ngủ, ngáy do khó thở, ho, thở rít xuất hiện vào ban đêm.|$|Trong cơn khó thở, nghe phổi có ran rít, ran ngáy rải rác.|$|Thở dốc hoặc thở rít tiến triển nặng nề hơn một cách nhanh chóng|$|Triệu chứng không thuyên giảm sau khi sử dụng các thuốc giãn phế quản tác dụng nhanh bằng đường hít tại nhà như albuterol.|$|Triệu chứng xuất hiện khi bệnh nhân đang nghỉ ngơi hay chỉ hoạt động nhẹ.",https://www.vinmec.com/vi/benh/hen-suyen-4684/
h,Hồng ban nút,,https://www.vinmec.com/vi/benh/hong-ban-nut-3824/
h,Hẹp ống sống,"Đau lưng, đau vùng thắt lưng, đau nhức ở vùng mông, đùi, chân (do dây thần kinh tọa bị chèn ép). Mặc dù đôi khi những triệu chứng và đau chân do hẹp ống sống đến tức thì, tuy nhiên nhìn chung chúng tiến triển trong một thời gian dài.|$|Tê, ngứa ran ở mông hay chân: Khi áp lực chèn ép lên các rễ thần kinh tăng lên sẽ gây ra hiện tượng tê, ngứa nóng ran vùng mông, chân và đi kèm theo là những cơn đau nhức.|$|Chân trở nên yếu hơn, khó kiểm soát vận động, đi lại: một số bệnh nhân bị ảnh hưởng một bên chân tuy nhiên cũng có nhiều trường hợp ảnh hưởng cả 2 chân, bệnh để lâu sẽ khiến vấn đề đi lại của người bệnh trở nên khó khăn hơn.|$|Ngồi hoặc nghiêng người về phía trước ít đau hơn là đi bộ bởi theo nghiên cứu chỉ ra rằng, khi nghiêng người về phía trước sẽ giúp tăng không gian trong ống sống tránh gây chèn ép lên các dây thần kinh giúp giảm đau hiệu quả. Nhiều người bị bệnh gai cột sống, bệnh hẹp ống sống thắt lưng vẫn có thể đi xe đạp bình thường tuy nhiên khi đứng thẳng hay đi bộ sẽ gây cảm giác đau nhức, khó chịu hơn.|$|Càng đứng hay đi bộ lâu thì càng đau chân nhiều. Cong người ra trước hoặc ngồi xuống sẽ làm rộng ống sống và làm giảm đau chân cũng như giảm các triệu chứng khác, nhưng đau sẽ lại trở lại nếu bạn để lưng ở tư thế thẳng.|$|Đại, tiểu tiện không tự chủ do tổn thương vùng đuôi ngựa",https://www.vinmec.com/vi/benh/hep-ong-song-4473/
h,Hẹp động mạch cảnh,"Yếu, tê hoặc liệt chân, tay; không kiểm soát được vận động của tay, chân.|$|Mờ hoặc mù một mắt trong vài giây, vài phút hoặc vài giờ.|$|Khó nói hoặc không nói được.|$|Lú lẫn.|$|Khó nuốt.",https://www.vinmec.com/vi/benh/hep-dong-mach-canh-3648/
h,Hội chứng HELLP,"Cảm thấy không khỏe hoặc mệt mỏi|$|Đau dạ dày, đặc biệt là ở phần bụng trên|$|Buồn nôn|$|Nôn|$|Đau đầu|$|Sưng, đặc biệt là sưng ở tay hoặc mặt|$|Tăng cân quá mức và đột ngột|$|Nhìn mờ, mất thị lực hoặc thay đổi tầm nhìn|$|Đau đầu|$|Đau vai|$|Dau khi thở sâu|$|Trong những trường hợp hiếm hơn, sản phụ cũng có thể bị nhầm lẫn và co giật. Những dấu hiệu và triệu chứng này thường chỉ ra hội chứng HELLP đang tiến triển và cần được bác sĩ khám ngay lập tức.",https://www.vinmec.com/vi/benh/hoi-chung-hellp-3725/
h,Hội chứng urê huyết tán huyết,"Tiêu chảy, thường có máu|$|Đau bụng, chuột rút hoặc đầy hơi|$|Nôn|$|Sốt|$|Da xanh, niêm mạc nhợt|$|Khó thở|$|Dễ bầm tím hoặc bầm tím không rõ nguyên nhân|$|Chảy máu bất thường, chẳng hạn như chảy máu mũi và miệng|$|Đi tiểu giảm hoặc có máu trong nước tiểu|$|Sưng (phù) chân, bàn chân hoặc mắt cá chân, và ít gặp hơn ở mặt, tay, chân hoặc toàn bộ cơ thể|$|Nhầm lẫn, co giật hoặc đột quỵ|$|Huyết áp cao|$|Thể ban xuất huyết giảm tiểu cầu huyết khối thường gặp ở nữ tuổi 10-50. Triệu chứng đặc trưng là sốt, giảm tiểu cầu (thường kết hợp với ban xuất huyết), có các bất thường thần kinh, thiếu máu tan máu, bệnh vi mạch và suy thận. Khởi phát bệnh thường có hội chứng giống cúm, tiến triển tới xuất hiện ban xuất huyết, triệu chứng thần kinh, suy thận.|$|Thể trẻ em: hội chứng tan máu-tăng ure máu ở trẻ em, điển hình bắt đầu sau giai đoạn nhiễm khuẩn hoặc nhiễm virus đường ruột. Thường nôn, ỉa chảy nặng, nhiễm độc độc tố do Escherichia Coli được giải phóng, hoặc độc tố từ các vi khuẩn khác. Suy thận xảy ra nặng hơn type ban xuất huyết giảm tiểu cầu huyết khối. Vô niệu gặp ở 50% số bệnh nhân, tăng huyết áp cũng thường gặp.|$|Thể người lớn: thể hội chứng tan máu-tăng ure máu ở người lớn thường là nguyên phát. Mặc dù có một số trường hợp thấy kết hợp với một số tình trạng hoặc bệnh lý khác, như có thai đặc biệt trong ba tháng cuối, bệnh lupus, uống thuốc tránh thai có estrogen, ung thư niêm mạc đường tiêu hóa, ung thư tụy, ung thư tiền liệt tuyến, hóa trị liệu với mitomycin hoặc kết hợp với bleomycin và cyplastin, uống cyclosporin. Giai đoạn viêm dạ dày ruột tương tự như týp trẻ em, có thể xảy ra nhưng không thường gặp.",https://www.vinmec.com/vi/benh/hoi-chung-ure-huyet-tan-huyet-4786/
h,Hội chứng mallory weiss,Đau bụng.|$|Đau vùng xương ức.|$|Ăn uống khó tiêu.|$|Ngất.|$|Nhịp tim tăng nhanh.|$|Huyết áp tụt.|$|Sốc vì mất máu.,https://www.vinmec.com/vi/benh/hoi-chung-mallory-weiss-3743/
h,Hạ thân nhiệt ở trẻ sơ sinh,"Da có màu xanh ở chân và tay (Acrocyanosis), da mát, nhợt nhạt|$|Hạ đường huyết|$|Tăng đường huyết thoáng qua|$|Rối loạn nhịp tim|$|Khó thở, bồn chồn, hô hấp nông và không đều|$|Suy hô hấp, ngừng thở, thiếu oxy máu, toan chuyển hóa|$|Giảm hoạt động, thờ ơ, hạ huyết áp|$|Khóc yếu ớt, bú kém|$|Giảm cân",https://www.vinmec.com/vi/benh/ha-than-nhiet-o-tre-so-sinh-3250/
h,Hội chứng XYY,,https://www.vinmec.com/vi/benh/hoi-chung-xyy-4899/
h,Hội chứng Lyell,"Dát đỏ giống ban sởi hoặc hồng ban lan toả.|$|Hồng ban đa dạng.|$|Bọng nư­­ớc căng giống như bị­­ bỏng nhiệt. Các tổn th­­ương nhanh chóng lan rộng, đỏ sẫm, những đám da bị trợt. Bệnh nhân có cảm giác nóng, đau rát, dấu hiệu Nikolsky (+).|$|Viêm giác mạc, viêm kết mạc có mủ.|$|Loét giác mạc thường có cả ở hai mắt.|$|S­ưng đỏ, phù mắt, khó mở mắt.|$|Sợ ánh sáng do đau.|$|Viêm loét miệng, trợt niêm mạc miệng, loét họng hầu.|$|Trợt loét niêm mạc thực quản, dạ dày, tá tràng, ruột.|$|Viêm loét niêm mạc âm đạo, âm hộ.|$|Sốt: 39 – 40 0C (hầu như bao giờ cũng có).|$|Ngư­­ời mệt mỏi, bán hôn mê thậm chí hôn mê.|$|Xuất huyết tiêu hóa có thể nhẹ hoặc nặng.|$|Viêm phổi, viêm phế quản, phù phổi cấp.|$|Viêm cầu thận tăng creatinin, ure...|$|Viêm gan (tăng men transaminase).|$|Tổn thương tại cơ quan tạo máu: hạ bạch cầu, hạ tiểu cầu.|$|Viêm tụy cấp.|$|Rối loạn nư­ớc và điện giải.",https://www.vinmec.com/vi/benh/hoi-chung-lyell-3742/
h,Hẹp thực quản,"Thức ăn đặc hoặc rắn có thể mắc lại ở đoạn thực quản bị hẹp 🡪 có thể gây nghẹt thở hoặc khó thở.|$|Do nôn và trào ngược thường xuyên 🡪 tăng nguy cơ viêm phổi do hít phải thức ăn|$|Bệnh nhân có thể bị tử vong đột ngột do phản xạ tim mạch hoặc ngạt thở do thức ăn trào ngược lọt vào khí quản gây tắc đường thở|$|Rò thực quản - khí quản.|$|Ung thư hoá.|$|Suy dinh dưỡng do ăn kém hoặc không ăn được trong thời gian dài.|$|Tinh thần căng thẳng, buồn phiền, không muốn tiếp xúc với người khác, có trường hợp người bệnh còn bị trầm cảm.",https://www.vinmec.com/vi/benh/hep-thuc-quan-3326/
h,Hoảng sợ khi ngủ (Hoảng sợ ban đêm),"Bắt đầu bằng một tiếng hét hoặc la hét khi ngủ|$|Ngồi dậy trên giường và biểu hiện sự sợ hãi|$|Nhìn chằm chằm|$|Đổ mồ hôi, thở mạnh và có mạch đập, mặt đỏ bừng và đồng tử giãn ra|$|Đá chân và đập tay|$|Khó thức dậy và bối rối nếu bị đánh thức|$|Không có hoặc có ít ký ức về sự kinh hoàng vào sáng hôm sau|$|Có thể, ra khỏi giường và chạy quanh nhà hoặc có hành vi hung hăng nếu bị chặn hoặc kiềm chế|$|Trở nên thường xuyên hơn|$|Thường xuyên phá vỡ giấc ngủ của người mắc chứng sợ ngủ hoặc các thành viên khác trong gia đình|$|Dẫn đến những lo ngại về an toàn hoặc thương tích|$|Khiến người bệnh  buồn ngủ quá mức và gây ảnh hưởng đến cuộc sống ở ban ngày|$|Hiện tượng này tiếp tục những năm tuổi thiếu niên hoặc bắt đầu ở tuổi trưởng thành",https://www.vinmec.com/vi/benh/hoang-so-khi-ngu-hoang-so-ban-dem-4915/
h,Hẹp niệu đạo,"Tiểu khó, tiểu đau, tiểu nhắt|$|tia nước tiểu yếu và nhỏ giọt|$|Máu trong nước tiểu, máu trong tinh dịch|$|Bí tiểu|$|Tiểu không tự chủ|$|Giảm lực xuất tinh|$|Đau vùng chậu|$|Căng chướng bàng quang|$|Ứ đọng nước tiểu bàng quang gây nhiễm khuẩn ngược dòng lên niệu quản, thận.|$|Ứ trệ lâu ngày không có lối thoát gây rò rỉ ra da tại vị trí tầng sinh môn hay vùng da bìu dẫn đến nhiễm khuẩn tạo thành ổ áp xe, hình thành túi thừa bàng quang và về lâu dài đưa đến suy thận.|$|Xuất tinh sớm, liệt dương, vô sinh",https://www.vinmec.com/vi/benh/hep-nieu-dao-3139/
h,Hội chứng Marfan,"Chiều cao bất thường|$|Chân dài|$|Bàn chân phẳng và to|$|Khớp lỏng lẻo|$|Những ngón tay mỏng và dài|$|Cột sống bị cong|$|Xương ngực (xương ức) nhô ra hoặc lún bên trong|$|Răng nhiều, mọc dày|$|Động mạch chủ có thể bị phình to hoặc bị bóc tách, tình trạng này có thể không có triệu chứng. Tuy nhiên động mạch chủ có nguy cơ bị vỡ và đe dọa đến tính mạng. Vì vậy, người bệnh cần đến gặp bác sĩ ngay lập tức nếu bị đau ngực, khó thở hoặc ho mà không kiểm soát được.|$|Trong quá trình mang thai: tim của thai phụ phải bơm đi một lượng máu nhiều hơn bình thường, do vậy sẽ làm tăng nguy cơ bị vỡ động mạch chủ và gây tử vong cho mẹ.|$|Dị dạng van tim hoặc giãn van tim quá mức, có thể dẫn đến suy tim|$|Lệch thủy tinh thể một hoặc hai mắt|$|Cận thị nặng|$|Đục thủy tinh thể khởi phát sớm|$|Tăng nhãn áp|$|Bong hoặc rách võng mạc|$|Tổn thương mô liên kết làm cho các phế nang kém đàn hồi, nếu các phế nang bị giãn hoặc sưng có thể làm tăng nguy cơ xẹp phổi.|$|Một số ít những người mắc hội chứng Marfan có thể có rối loạn hô hấp liên quan đến giấc ngủ như ngủ ngáy, hoặc ngưng thở khi ngủ.",https://www.vinmec.com/vi/benh/hoi-chung-marfan-3744/
h,Hẹp niệu quản,Đau lưng|$|Thay đổi lượng nước tiểu|$|Khó đi tiểu|$|Có máu trong nước tiểu|$|Nhiễm trùng đường tiết niệu nhiều lần|$|Tăng huyết áp|$|Đau đến mức mà không thể ngồi yên hoặc tìm một tư thế thoải mái|$|Đau kèm theo buồn nôn và ói mửa|$|Đau kèm theo sốt và ớn lạnh|$|Có máu trong nước tiểu|$|Bí tiểu,https://www.vinmec.com/vi/benh/hep-nieu-quan-4503/
h,Hội chứng Zollinger-Ellison,"Đau bụng, cảm thấy nóng rát, cồn cào vùng thượng vị hoặc phần bụng dưới sườn bên trái.|$|Buồn nôn, nôn mửa. trong những tình huống nặng nề, người bệnh có thể nôn ra máu đỏ tươi hoặc máu bầm|$|Ợ hơi, ợ chua|$|Trào ngược dạ dày, thực quản|$|Ăn uống kém, không ngon miệng, kéo dài có thể gây sụt cân, suy nhược cơ thể.|$|Rối loạn tiêu hóa, tiêu chảy phân mỡ",https://www.vinmec.com/vi/benh/hoi-chung-zollinger-ellison-4871/
h,Hở eo tử cung,,https://www.vinmec.com/vi/benh/ho-eo-tu-cung-2980/
h,Hội chứng seckel (người tí hon),"Biểu hiện đặc trưng bởi sự chậm phát triển trước khi sinh (chậm phát triển trong tử cung), kết quả là cân nặng khi sinh thấp. Sự phát triển bị trì hoãn sau khi sinh dẫn đến tầm vóc thấp (lùn).|$|Ngoài ra còn kèm theo các đặc trừng về thể chất liên quan đến hội chứng Seckel bao gồm: đầu nhỏ bất thường (chứng đầu nhỏ); mức độ chậm phát triển tinh thần khác nhau; có thể có các đặc điểm khuôn mặt đặc trưng khác thường như mũi khoằm giống mỏ chim, mắt lớn bất thường, khuôn mặt hẹp, tai biến dạng hoặc hàm nhỏ bất thường (chứng hàm có kích thước nhỏ).|$|Có một số trẻ bị ảnh hưởng bởi bệnh này có thể có các ngón tay út cong vĩnh viễn (ngón cong), hông bị dị tật (loạn sản), trật xương cẳng tay (trật xương quay) hoặc những đặc điểm bất thường khác về thể chất.",https://www.vinmec.com/vi/benh/hoi-chung-seckel-nguoi-ti-hon-4808/
h,Hội chứng Tourette,"Co giật.|$|Nháy mắt, hay càu nhàu, chửi rủa, lắc lư đầu,...|$|Bắt chước hành động hoặc lời nói của người khác.|$|Liếm môi hoặc chép môi, nhún vai, khịt mũi, nhổ nước bọt,...|$|Thiếu tập trung, hiếu động thái quá.|$|Khó kiểm soát hành vi, khó khăn khi học tập.|$|Lo lắng quá mức hoặc quá nhút nhát.|$|Ám ảnh cưỡng chế: thực hiện một việc cho tới khi hoàn hảo.|$|Khó ngủ, đái dầm, nói chuyện trong khi ngủ,...",https://www.vinmec.com/vi/benh/hoi-chung-tourette-3807/
h,Hội chứng truyền máu song thai,"Có cảm giác tăng trưởng nhanh chóng của tử cung.|$|Tử cung lớn hơn so với kỳ hạn|$|Bị đau bụng, co thắt hoặc đau thắt|$|Trọng lượng cơ thể tăng đột ngột|$|Bàn tay và bàn chân bị sưng ở ngay thời kỳ đầu của thai kỳ|$|Nôn mửa|$|Phù nặng|$|Tăng huyết áp",https://www.vinmec.com/vi/benh/hoi-chung-truyen-mau-song-thai-4897/
